Local authority,Library name,Date,Type,Outcome,Attendees
Barnet,Chipping Barnet,2019-05-13,Creative Play,Stronger more resilient communities,41
Barnet,Chipping Barnet,2019-05-13,Other Early Years,Stronger more resilient communities,36
Barnet,Chipping Barnet,2019-05-13,Other Early Years,Stronger more resilient communities,58
Barnet,Chipping Barnet,2019-05-13,Other Early Years,Stronger more resilient communities,90
Barnet,Chipping Barnet,2019-05-14,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,Chipping Barnet,2019-05-15,Reading Group Adult,Stronger more resilient communities,8
Barnet,Chipping Barnet,2019-05-17,Other adult,Stronger more resilient communities,1
Barnet,Chipping Barnet,2019-05-20,BBP,Stronger more resilient communities,40
Barnet,Chipping Barnet,2019-05-20,Creative Play,Stronger more resilient communities,36
Barnet,Chipping Barnet,2019-05-21,Baby Rhyme Time,Stronger more resilient communities,33
Barnet,Chipping Barnet,2019-05-21,Class Visits Nursery,Stronger more resilient communities,12
Barnet,Chipping Barnet,2019-05-28,Class Visits Nursery,Stronger more resilient communities,14
Barnet,Chipping Barnet,2019-05-29,Other Child 5+,Stronger more resilient communities,15
Barnet,Chipping Barnet,2019-05-29,Other Early Years,Stronger more resilient communities,18
Barnet,Chipping Barnet,2019-05-30,Other Child 5+,Stronger more resilient communities,15
Barnet,Chipping Barnet,2019-05-31,Other Child 5+,Stronger more resilient communities,37
Barnet,Chipping Barnet,2019-06-03,BBP,Stronger more resilient communities,42
Barnet,Chipping Barnet,2019-06-03,Creative Play,Stronger more resilient communities,40
Barnet,Chipping Barnet,2019-06-04,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Chipping Barnet,2019-06-05,Other adult,Stronger more resilient communities,9
Barnet,Chipping Barnet,2019-06-07,Class Visits Primary,Stronger more resilient communities,100
Barnet,Chipping Barnet,2019-06-08,Other Child 5+,Stronger more resilient communities,16
Barnet,Chipping Barnet,2019-06-10,BBP,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-06-10,Creative Play,Stronger more resilient communities,44
Barnet,Chipping Barnet,2019-06-11,Baby Rhyme Time,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-06-12,Other adult,Stronger more resilient communities,5
Barnet,Chipping Barnet,2019-06-17,BBP,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-06-17,Creative Play,Stronger more resilient communities,44
Barnet,Chipping Barnet,2019-06-18,Baby Rhyme Time,Stronger more resilient communities,38
Barnet,Chipping Barnet,2019-06-24,BBP,Stronger more resilient communities,36
Barnet,Chipping Barnet,2019-06-24,Creative Play,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-06-25,Baby Rhyme Time,Stronger more resilient communities,19
Barnet,Chipping Barnet,2019-06-26,Reading Group Adult,Stronger more resilient communities,6
Barnet,Chipping Barnet,2019-07-01,BBP,Stronger more resilient communities,36
Barnet,Chipping Barnet,2019-07-01,Creative Play,Stronger more resilient communities,41
Barnet,Chipping Barnet,2019-07-02,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Chipping Barnet,2019-07-03,Author Talk (adult),Stronger more resilient communities,14
Barnet,Chipping Barnet,2019-07-03,Other Child 5+,Stronger more resilient communities,14
Barnet,Chipping Barnet,2019-07-08,BBP,Stronger more resilient communities,44
Barnet,Chipping Barnet,2019-07-08,Creative Play,Stronger more resilient communities,48
Barnet,Chipping Barnet,2019-07-09,Baby Rhyme Time,Stronger more resilient communities,25
Barnet,Chipping Barnet,2019-07-10,Other Child 5+,Stronger more resilient communities,23
Barnet,Chipping Barnet,2019-07-13,Summer Reading Challenge,Stronger more resilient communities,105
Barnet,Chipping Barnet,2019-07-15,BBP,Stronger more resilient communities,34
Barnet,Chipping Barnet,2019-07-15,Creative Play,Stronger more resilient communities,48
Barnet,Chipping Barnet,2019-07-16,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Chipping Barnet,2019-07-17,Other Child 5+,Stronger more resilient communities,16
Barnet,Chipping Barnet,2019-07-22,BBP,Stronger more resilient communities,27
Barnet,Chipping Barnet,2019-07-22,Creative Play,Stronger more resilient communities,54
Barnet,Chipping Barnet,2019-07-24,Reading Group Adult,Stronger more resilient communities,8
Barnet,Chipping Barnet,2019-07-26,Summer Reading Challenge,Stronger more resilient communities,34
Barnet,Chipping Barnet,2019-07-30,Summer Reading Challenge,Stronger more resilient communities,6
Barnet,Chipping Barnet,2019-07-31,Knit & Natter/Crafts/Sewing,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-07-31,Other Child 5+,Stronger more resilient communities,29
Barnet,Chipping Barnet,2019-07-31,Other Early Years,Stronger more resilient communities,73
Barnet,Chipping Barnet,2019-07-31,Other Early Years,Stronger more resilient communities,80
Barnet,Chipping Barnet,2019-08-02,BBP,Stronger more resilient communities,15
Barnet,Chipping Barnet,2019-08-03,Other Child 5+,Stronger more resilient communities,12
Barnet,Chipping Barnet,2019-08-05,Other Early Years,Stronger more resilient communities,45
Barnet,Chipping Barnet,2019-08-06,Other Child 5+,Stronger more resilient communities,55
Barnet,Chipping Barnet,2019-08-07,Summer Reading Challenge,Stronger more resilient communities,30
Barnet,Chipping Barnet,2019-08-13,Other Early Years,Stronger more resilient communities,63
Barnet,Chipping Barnet,2019-08-14,Summer Reading Challenge,Stronger more resilient communities,25
Barnet,Chipping Barnet,2019-08-17,Summer Reading Challenge,Stronger more resilient communities,36
Barnet,Chipping Barnet,2019-08-21,BBP,Stronger more resilient communities,34
Barnet,Chipping Barnet,2019-08-21,Reading Group Adult,Stronger more resilient communities,6
Barnet,Chipping Barnet,2019-09-03,Baby Rhyme Time,Stronger more resilient communities,5
Barnet,Chipping Barnet,2019-09-06,Other Early Years,Stronger more resilient communities,23
Barnet,Chipping Barnet,2019-09-07,Summer Reading Challenge,Stronger more resilient communities,34
Barnet,Chipping Barnet,2019-09-09,BBP,Stronger more resilient communities,42
Barnet,Chipping Barnet,2019-09-09,Creative Play,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-09-10,Baby Rhyme Time,Stronger more resilient communities,15
Barnet,Chipping Barnet,2019-09-14,Other Child 5+,Stronger more resilient communities,14
Barnet,Chipping Barnet,2019-09-16,BBP,Stronger more resilient communities,36
Barnet,Chipping Barnet,2019-09-16,Creative Play,Stronger more resilient communities,34
Barnet,Chipping Barnet,2019-09-17,Baby Rhyme Time,Stronger more resilient communities,15
Barnet,Chipping Barnet,2019-09-18,Reading Group Adult,Stronger more resilient communities,9
Barnet,Chipping Barnet,2019-09-23,BBP,Stronger more resilient communities,28
Barnet,Chipping Barnet,2019-09-23,Creative Play,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-09-24,Baby Rhyme Time,Stronger more resilient communities,5
Barnet,Chipping Barnet,2019-09-28,Other adult,Stronger more resilient communities,7
Barnet,Chipping Barnet,2019-09-30,BBP,Stronger more resilient communities,42
Barnet,Chipping Barnet,2019-09-30,Creative Play,Stronger more resilient communities,34
Barnet,Chipping Barnet,2019-10-01,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,Chipping Barnet,2019-10-07,BBP,Stronger more resilient communities,48
Barnet,Chipping Barnet,2019-10-07,Creative Play,Stronger more resilient communities,32
Barnet,Chipping Barnet,2019-10-08,Baby Rhyme Time,Stronger more resilient communities,14
Barnet,Chipping Barnet,2019-10-09,Author Talk (adult),Stronger more resilient communities,33
Barnet,Colindale,2018-01-03,BBP,Stronger more resilient communities,16
Barnet,Colindale,2018-01-03,Toddler Time,Stronger more resilient communities,19
Barnet,Colindale,2018-01-10,BBP,Stronger more resilient communities,14
Barnet,Colindale,2018-01-10,Toddler Time,Stronger more resilient communities,23
Barnet,Colindale,2018-01-11,BBP,Stronger more resilient communities,6
Barnet,Colindale,2018-01-11,Reading Group Adult,Stronger more resilient communities,7
Barnet,Colindale,2018-01-11,Toddler Read and Rhyme,Stronger more resilient communities,29
Barnet,Colindale,2018-01-11,Toddler Time,Stronger more resilient communities,37
Barnet,Colindale,2018-01-13,Advice/Surgery,Stronger more resilient communities,3
Barnet,Colindale,2018-01-13,Lego,Stronger more resilient communities,4
Barnet,Colindale,2018-01-16,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Colindale,2018-01-16,IT,Stronger more resilient communities,7
Barnet,Colindale,2018-01-17,BBP,Stronger more resilient communities,14
Barnet,Colindale,2018-01-17,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-01-17,Toddler Time,Stronger more resilient communities,20
Barnet,Colindale,2018-01-18,Reading Group Adult,Stronger more resilient communities,7
Barnet,Colindale,2018-01-18,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,Colindale,2018-01-23,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-01-24,BBP,Stronger more resilient communities,16
Barnet,Colindale,2018-01-24,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-01-24,Toddler Time,Stronger more resilient communities,24
Barnet,Colindale,2018-01-25,Reading Group Adult,Stronger more resilient communities,9
Barnet,Colindale,2018-01-25,Toddler Read and Rhyme,Stronger more resilient communities,27
Barnet,Colindale,2018-01-27,Advice/Surgery,Stronger more resilient communities,2
Barnet,Colindale,2018-01-27,Lego,Stronger more resilient communities,3
Barnet,Colindale,2018-01-30,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Colindale,2018-01-30,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-01-31,BBP,Stronger more resilient communities,22
Barnet,Colindale,2018-01-31,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-01-31,Toddler Time,Stronger more resilient communities,28
Barnet,Colindale,2018-02-01,Advice/Surgery,Stronger more resilient communities,2
Barnet,Colindale,2018-02-01,Advice/Surgery,Stronger more resilient communities,3
Barnet,Colindale,2018-02-01,Advice/Surgery,Stronger more resilient communities,4
Barnet,Colindale,2018-02-01,Advice/Surgery,Stronger more resilient communities,31
Barnet,Colindale,2018-02-01,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,Colindale,2018-02-01,Baby Rhyme Time,Stronger more resilient communities,22
Barnet,Colindale,2018-02-01,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-02-01,Lego,Stronger more resilient communities,6
Barnet,Colindale,2018-02-01,Lego,Stronger more resilient communities,8
Barnet,Colindale,2018-02-01,Lego,Stronger more resilient communities,9
Barnet,Colindale,2018-02-01,Lego,Stronger more resilient communities,10
Barnet,Colindale,2018-02-01,Other Early Years,Stronger more resilient communities,14
Barnet,Colindale,2018-02-01,Reading Group Adult,Stronger more resilient communities,7
Barnet,Colindale,2018-02-01,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,Colindale,2018-02-01,Toddler Read and Rhyme,Stronger more resilient communities,27
Barnet,Colindale,2018-02-01,Toddler Read and Rhyme,Stronger more resilient communities,29
Barnet,Colindale,2018-02-07,BBP,Stronger more resilient communities,18
Barnet,Colindale,2018-02-07,Toddler Time,Stronger more resilient communities,25
Barnet,Colindale,2018-02-21,BBP,Stronger more resilient communities,24
Barnet,Colindale,2018-02-21,Toddler Time,Stronger more resilient communities,13
Barnet,Colindale,2018-03-01,Lego,Stronger more resilient communities,6
Barnet,Colindale,2018-03-03,Reading Group Adult,Stronger more resilient communities,10
Barnet,Colindale,2018-03-06,Advice/Surgery,Stronger more resilient communities,4
Barnet,Colindale,2018-03-06,Advice/Surgery,Stronger more resilient communities,5
Barnet,Colindale,2018-03-06,Toddler Read and Rhyme,Stronger more resilient communities,38
Barnet,Colindale,2018-03-07,BBP,Stronger more resilient communities,30
Barnet,Colindale,2018-03-07,IT,Stronger more resilient communities,7
Barnet,Colindale,2018-03-07,Toddler Time,Stronger more resilient communities,30
Barnet,Colindale,2018-03-08,Reading Group Adult,Stronger more resilient communities,9
Barnet,Colindale,2018-03-08,Toddler Read and Rhyme,Stronger more resilient communities,41
Barnet,Colindale,2018-03-10,Advice/Surgery,Stronger more resilient communities,1
Barnet,Colindale,2018-03-10,Lego,Stronger more resilient communities,7
Barnet,Colindale,2018-03-13,Advice/Surgery,Stronger more resilient communities,3
Barnet,Colindale,2018-03-13,Baby Rhyme Time,Stronger more resilient communities,14
Barnet,Colindale,2018-03-13,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Colindale,2018-03-14,BBP,Stronger more resilient communities,32
Barnet,Colindale,2018-03-14,BBP,Stronger more resilient communities,48
Barnet,Colindale,2018-03-14,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-03-15,Advice/Surgery,Stronger more resilient communities,2
Barnet,Colindale,2018-03-15,Lego,Stronger more resilient communities,4
Barnet,Colindale,2018-03-15,Reading Group Adult,Stronger more resilient communities,10
Barnet,Colindale,2018-03-15,Toddler Read and Rhyme,Stronger more resilient communities,36
Barnet,Colindale,2018-03-20,Advice/Surgery,Stronger more resilient communities,6
Barnet,Colindale,2018-03-20,Baby Rhyme Time,Stronger more resilient communities,22
Barnet,Colindale,2018-03-20,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-03-21,BBP,Stronger more resilient communities,18
Barnet,Colindale,2018-03-21,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-03-21,Toddler Time,Stronger more resilient communities,28
Barnet,Colindale,2018-03-22,Reading Group Adult,Stronger more resilient communities,10
Barnet,Colindale,2018-03-22,Toddler Read and Rhyme,Stronger more resilient communities,36
Barnet,Colindale,2018-03-24,Advice/Surgery,Stronger more resilient communities,2
Barnet,Colindale,2018-03-24,Lego,Stronger more resilient communities,5
Barnet,Colindale,2018-03-27,Baby Rhyme Time,Stronger more resilient communities,22
Barnet,Colindale,2018-03-27,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-03-28,BBP,Stronger more resilient communities,8
Barnet,Colindale,2018-03-28,IT,Stronger more resilient communities,8
Barnet,Colindale,2018-03-28,Toddler Time,Stronger more resilient communities,20
Barnet,Colindale,2018-03-29,Reading Group Adult,Stronger more resilient communities,10
Barnet,Colindale,2018-03-29,Toddler Read and Rhyme,Stronger more resilient communities,35
Barnet,Colindale,2018-03-31,Advice/Surgery,Stronger more resilient communities,2
Barnet,Colindale,2018-03-31,Lego,Stronger more resilient communities,7
Barnet,Colindale,2018-04-05,Reading Group Adult,Stronger more resilient communities,8
Barnet,Colindale,2018-04-07,Advice/Surgery,Stronger more resilient communities,6
Barnet,Colindale,2018-04-07,Lego,Stronger more resilient communities,4
Barnet,Colindale,2018-04-10,Other adult,Stronger more resilient communities,8
Barnet,Colindale,2018-04-11,Other adult,Stronger more resilient communities,7
Barnet,Colindale,2018-04-12,Reading Group Adult,Stronger more resilient communities,7
Barnet,Colindale,2018-04-14,Advice/Surgery,Stronger more resilient communities,4
Barnet,Colindale,2018-04-14,Lego,Stronger more resilient communities,5
Barnet,Colindale,2018-04-14,Toddler Read and Rhyme,Stronger more resilient communities,33
Barnet,Colindale,2018-04-17,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Colindale,2018-04-17,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Colindale,2018-04-17,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Colindale,2018-04-17,Other adult,Stronger more resilient communities,7
